0.03846154	-0.3161539	-0.4246154
-0.02000000	-0.1561538	-0.5469231
-0.01769231	-0.1515385	-0.5500000
-0.02307692	-0.1569231	-0.5461538
-0.02153846	-0.1584615	-0.5430769
-0.02461538	-0.1507692	-0.5461538
-0.01846154	-0.1576923	-0.5507692
-0.02230769	-0.1538462	-0.5446154
-0.02461538	-0.1576923	-0.5446154
-0.02153846	-0.1561538	-0.5515385
-0.02076923	-0.1576923	-0.5476923
-0.02000000	-0.1561538	-0.5492308
-0.01615385	-0.1538462	-0.5515385
-0.02076923	-0.1592308	-0.5438461
-0.02307692	-0.1484615	-0.5492308
-0.02076923	-0.1553846	-0.5500000
-0.02307692	-0.1553846	-0.5492308
-0.01923077	-0.1553846	-0.5446154
-0.01846154	-0.1538462	-0.5407692
-0.01538462	-0.1507692	-0.5469231
-0.01769231	-0.1546154	-0.5476923
-0.02153846	-0.1546154	-0.5476923
-0.01923077	-0.1584615	-0.5500000
-0.01846154	-0.1569231	-0.5461538
-0.02230769	-0.1546154	-0.5523077
-0.02153846	-0.1484615	-0.5507692
-0.02153846	-0.1515385	-0.5492308
-0.02000000	-0.1538462	-0.5461538
-0.01846154	-0.1576923	-0.5453846
-0.01923077	-0.1515385	-0.5476923
-0.01615385	-0.1523077	-0.5453846
-0.01769231	-0.1561538	-0.5446154
-0.01923077	-0.1546154	-0.5461538
-0.02384615	-0.1576923	-0.5438461
-0.02000000	-0.1546154	-0.5507692
-0.02076923	-0.1607692	-0.5484616
-0.01846154	-0.1600000	-0.5484616
-0.01846154	-0.1538462	-0.5415385
-0.01923077	-0.1576923	-0.5476923
-0.02153846	-0.1600000	-0.5469231
-0.01923077	-0.1553846	-0.5476923
-0.02538462	-0.1546154	-0.5461538
-0.01923077	-0.1530769	-0.5446154
-0.02230769	-0.1584615	-0.5453846
-0.01923077	-0.1576923	-0.5415385
-0.02307692	-0.1653846	-0.5476923
-0.02461538	-0.1584615	-0.5492308
-0.02230769	-0.1530769	-0.5430769
-0.02076923	-0.1538462	-0.5469231
-0.02000000	-0.1584615	-0.5469231
-0.01923077	-0.1546154	-0.5500000
-0.02384615	-0.1584615	-0.5461538
-0.02153846	-0.1592308	-0.5453846
-0.01923077	-0.1576923	-0.5423077
-0.01923077	-0.1569231	-0.5453846
-0.02000000	-0.1607692	-0.5476923
-0.01923077	-0.1530769	-0.5469231
-0.02153846	-0.1538462	-0.5423077
-0.01615385	-0.1584615	-0.5507692
-0.01692308	-0.1600000	-0.5484616
-0.01538462	-0.1530769	-0.5461538
-0.02384615	-0.1538462	-0.5407692
-0.01846154	-0.1538462	-0.5438461
-0.02000000	-0.1569231	-0.5476923
-0.01615385	-0.1546154	-0.5453846
-0.01153846	-0.1592308	-0.5476923
-0.01923077	-0.1592308	-0.5523077
-0.01923077	-0.1561538	-0.5484616
-0.02000000	-0.1553846	-0.5453846
-0.01538462	-0.1576923	-0.5415385
-0.02000000	-0.1538462	-0.5438461
-0.02000000	-0.1538462	-0.5461538
-0.02000000	-0.1561538	-0.5492308
-0.02615385	-0.1553846	-0.5446154
-0.02000000	-0.1553846	-0.5500000
-0.02307692	-0.1584615	-0.5492308
-0.02000000	-0.1561538	-0.5446154
-0.01307692	-0.1584615	-0.5430769
-0.01692308	-0.1538462	-0.5423077
-0.01846154	-0.1600000	-0.5446154
-0.02307692	-0.1523077	-0.5461538
-0.02153846	-0.1530769	-0.5423077
-0.02692308	-0.1561538	-0.5469231
-0.01769231	-0.1530769	-0.5484616
-0.02076923	-0.1553846	-0.5469231
-0.01769231	-0.1592308	-0.5453846
-0.01923077	-0.1569231	-0.5469231
-0.02153846	-0.1553846	-0.5469231
-0.02076923	-0.1515385	-0.5507692
-0.02230769	-0.1538462	-0.5461538
-0.01769231	-0.1515385	-0.5500000
-0.02076923	-0.1546154	-0.5492308
-0.02153846	-0.1476923	-0.5484616
-0.01846154	-0.1515385	-0.5492308
-0.01846154	-0.1538462	-0.5500000
-0.01923077	-0.1546154	-0.5469231
-0.01846154	-0.1530769	-0.5453846
-0.01769231	-0.1523077	-0.5446154
-0.01615385	-0.1476923	-0.5492308
-0.02230769	-0.1507692	-0.5523077
-0.01692308	-0.1500000	-0.5430769
-0.01615385	-0.1523077	-0.5423077
-0.02307692	-0.1569231	-0.5430769
-0.02076923	-0.1553846	-0.5484616
-0.02769231	-0.1484615	-0.5476923
-0.02384615	-0.1538462	-0.5476923
-0.02153846	-0.1515385	-0.5500000
-0.01615385	-0.1469231	-0.5469231
-0.01846154	-0.1500000	-0.5423077
-0.01923077	-0.1500000	-0.5507692
-0.01692308	-0.1569231	-0.5438461
-0.01846154	-0.1530769	-0.5492308
-0.01615385	-0.1538462	-0.5469231
